Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message,
155724,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2011,14.2,,
155725,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2011,9.7,,
155726,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2011,9.5,,
155727,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2011,10.9,,
155728,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2011,11.4,,
155729,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2011,16.7,,
155730,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2011,12,,
155731,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2011,17.4,,
155732,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2011,11,,
155733,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2011,5.4,,
155734,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2011,4.3,,
155735,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2011,11.5,,
155736,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2011,11.6,,
155737,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2011,6.5,,
155738,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2011,8.4,,
155739,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2011,10.8,,
155740,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2011,2.1,,
155741,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2011,3.6,,
155742,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2011,3.2,,
155743,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2011,2.8,,
155744,78,3,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2011,0.4,,
122760,77,6,2,41,4,Pre-1960 Homes with Peeling Paint,Number,Citywide,Citywide,1,New York City,2011,350670,,
122821,78,6,5,41,4,Pre-1960 Homes with Peeling Paint,Percent,Citywide,Citywide,1,New York City,2011,13.3,,
72168,421,1,2,2040,4,Children < 5 Years Old Living in Poverty,Number,Borough,Borough,1,Bronx,2000,34379,,
72169,421,1,2,2040,4,Children < 5 Years Old Living in Poverty,Number,Borough,Borough,2,Brooklyn,2000,48203,,
72170,421,1,2,2040,4,Children < 5 Years Old Living in Poverty,Number,Borough,Borough,3,Manhattan,2000,16024,,
72171,421,1,2,2040,4,Children < 5 Years Old Living in Poverty,Number,Borough,Borough,4,Queens,2000,20945,,
72172,421,1,2,2040,4,Children < 5 Years Old Living in Poverty,Number,Borough,Borough,5,Staten Island,2000,3050,,
72174,422,1,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,Borough,Borough,1,Bronx,2000,39.9,,
72175,422,1,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,Borough,Borough,2,Brooklyn,2000,33.7,,
72176,422,1,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,Borough,Borough,3,Manhattan,2000,25.3,,
72177,422,1,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,Borough,Borough,4,Queens,2000,17.9,,
72178,422,1,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,Borough,Borough,5,Staten Island,2000,13.1,,
72157,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2000,929,,
72147,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2000,2122,,
72127,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2000,7818,,
72136,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2000,5026,,
72129,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2000,7316,,
72130,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2000,6774,,
72137,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2000,4551,,
72138,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2000,3621,,
72145,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2000,2509,,
72126,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2000,8379,,
72135,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),204,East New York,2000,5057,,
72142,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2000,2694,,
72128,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2000,6411,,
72133,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2000,5631,,
72152,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2000,1846,,
72150,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2000,1792,,
72139,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2000,3677,,
72131,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2000,6586,,
72132,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2000,5602,,
72140,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2000,3567,,
72144,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2000,2668,,
72158,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2000,802,,
72166,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2000,391,,
72163,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2000,390,,
72167,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2000,192,,
72165,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2000,228,,
72151,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2000,1786,,
72164,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2000,241,,
72143,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2000,2899,,
72134,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2000,5421,,
72153,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2000,1707,,
72162,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2000,256,,
72149,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2000,1847,,
72159,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2000,671,,
72146,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2000,2404,,
72141,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2000,3007,,
72155,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2000,986,,
72148,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2000,1792,,
72156,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2000,870,,
72154,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2000,1419,,
72161,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2000,272,,
72160,421,3,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2000,489,,
72180,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2000,21.5,,
72181,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2000,21.3,,
72182,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2000,42,,
72183,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2000,29.6,,
72184,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2000,48.5,,
72185,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2000,49.9,,
72186,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2000,54.8,,
72187,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2000,48.1,,
72188,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2000,24.8,,
72189,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2000,41.5,,
72190,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2000,42.8,,
72191,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2000,36,,
72192,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2000,33,,
72193,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2000,28.6,,
72194,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2000,17.1,,
72195,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2000,19.5,,
72196,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2000,28.7,,
72197,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2000,47.6,,
72198,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),301,Washington Heights,2000,36.4,,
72199,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2000,43.6,,
72200,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),303,East Harlem,2000,45.6,,
72201,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2000,9.3,,
72202,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2000,4.7,,
72203,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2000,14.9,,
72204,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2000,5.5,,
72205,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2000,9.8,,
72206,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2000,26.1,,
72207,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2000,19.4,,
72208,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2000,26.3,,
72209,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2000,21.4,,
72210,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2000,14.6,,
72211,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2000,7.2,,
72212,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2000,15.6,,
72213,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2000,12.8,,
72214,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2000,15.7,,
72215,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2000,19,,
72216,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2000,7.4,,
72217,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2000,28.1,,
72218,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2000,22.7,,
72219,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2000,22.2,,
72220,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2000,6.7,,
72221,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2000,5.4,,
88642,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),101,Kingsbridge - Riverdale,2000,929,,
88643,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),102,Northeast Bronx,2000,2122,,
88644,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),103,Fordham - Bronx Pk,2000,7818,,
88645,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),104,Pelham - Throgs Neck,2000,5026,,
88646,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),201,Greenpoint,2000,3621,,
88647,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),202,Downtown - Heights - Slope,2000,2509,,
88648,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),203,Bedford Stuyvesant - Crown Heights,2000,8379,,
88649,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),204,East New York,2000,5057,,
88650,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),205,Sunset Park,2000,2694,,
88651,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),206,Borough Park,2000,6411,,
88652,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),207,East Flatbush - Flatbush,2000,5631,,
88653,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),208,Canarsie - Flatlands,2000,1846,,
88654,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),209,Bensonhurst - Bay Ridge,2000,1792,,
88655,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),210,Coney Island - Sheepshead Bay,2000,3677,,
88656,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),211,Williamsburg - Bushwick,2000,6586,,
88657,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),301,Washington Heights,2000,5602,,
88658,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),302,Central Harlem - Morningside Heights,2000,3567,,
88659,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),303,East Harlem,2000,2668,,
88660,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),304,Upper West Side,2000,802,,
88661,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),401,Long Island City - Astoria,2000,2899,,
88662,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),402,West Queens,2000,5421,,
88663,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),403,Flushing - Clearview,2000,1707,,
88664,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),405,Ridgewood - Forest Hills,2000,1847,,
88665,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),407,Southwest Queens,2000,2404,,
88666,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),408,Jamaica,2000,3007,,
88667,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),409,Southeast Queens,2000,986,,
88668,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),410,Rockaways,2000,1792,,
88669,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),305307,Upper East Side-Gramercy,2000,583,,
88670,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),306308,Chelsea-Village  ,2000,618,,
88671,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),309310,Union Square-Lower Manhattan,2000,2027,,
88672,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),404406,Bayside Little Neck-Fresh Meadows,2000,927,,
88673,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),501502,Northern SI,2000,2289,,
88674,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),503504,Southern SI,2000,761,,
88675,421,4,2,2040,4,Children < 5 Years Old Living in Poverty,Number,UHF34,Neighborhood (UHF 34),105106107,South Bronx,2000,18641,,
88676,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),101,Kingsbridge - Riverdale,2000,21.5,,
88677,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),102,Northeast Bronx,2000,21.3,,
88678,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),103,Fordham - Bronx Pk,2000,42,,
88679,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),104,Pelham - Throgs Neck,2000,29.6,,
88680,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),201,Greenpoint,2000,48.1,,
88681,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),202,Downtown - Heights - Slope,2000,24.8,,
88682,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),203,Bedford Stuyvesant - Crown Heights,2000,41.5,,
88683,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),204,East New York,2000,42.8,,
88684,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),205,Sunset Park,2000,36,,
88685,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),206,Borough Park,2000,33,,
88686,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),207,East Flatbush - Flatbush,2000,28.6,,
88687,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),208,Canarsie - Flatlands,2000,17.1,,
88688,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),209,Bensonhurst - Bay Ridge,2000,19.5,,
88689,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),210,Coney Island - Sheepshead Bay,2000,28.7,,
88690,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),211,Williamsburg - Bushwick,2000,47.6,,
88691,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),301,Washington Heights,2000,36.4,,
88692,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),302,Central Harlem - Morningside Heights,2000,43.6,,
88693,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),303,East Harlem,2000,45.6,,
88694,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),304,Upper West Side,2000,9.3,,
88695,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),401,Long Island City - Astoria,2000,26.3,,
88696,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),402,West Queens,2000,21.4,,
88697,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),403,Flushing - Clearview,2000,14.6,,
88698,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),405,Ridgewood - Forest Hills,2000,15.6,,
88699,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),407,Southwest Queens,2000,15.7,,
88700,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),408,Jamaica,2000,19,,
88701,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),409,Southeast Queens,2000,7.4,,
88702,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),410,Rockaways,2000,28.1,,
88703,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),305307,Upper East Side-Gramercy,2000,4.9,,
88704,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),306308,Chelsea-Village  ,2000,12.5,,
88705,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),309310,Union Square-Lower Manhattan,2000,25.1,,
88706,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),404406,Bayside Little Neck-Fresh Meadows,2000,10.6,,
88707,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),501502,Northern SI,2000,22.4,,
88708,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),503504,Southern SI,2000,5.8,,
88709,422,4,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF34,Neighborhood (UHF 34),105106107,South Bronx,2000,50.4,,
72173,421,6,2,2040,4,Children < 5 Years Old Living in Poverty,Number,Citywide,Citywide,1,New York City,2000,122601,,
72179,422,6,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,Citywide,Citywide,1,New York City,2000,28.3,,
128326,98,1,1,50,14,Elevated (&ge;10 µg/dL) Blood Lead Levels ,Rate,Borough,Borough,1,Bronx,2012,2.3,,
128327,98,1,1,50,14,Elevated (&ge;10 µg/dL) Blood Lead Levels ,Rate,Borough,Borough,2,Brooklyn,2012,3.6,,
128325,98,1,1,50,14,Elevated (&ge;10 µg/dL) Blood Lead Levels ,Rate,Borough,Borough,3,Manhattan,2012,2,,
